"Filename","FileSize","ModifiedDate"
"gdas1.jan19.w1","571 MB","7/9/19, 10:00:00 AM"
"gdas1.jan19.w2","571 MB","7/9/19, 10:00:00 AM"
"gdas1.jan19.w3","571 MB","7/9/19, 10:00:00 AM"
"gdas1.jan19.w4","571 MB","7/9/19, 10:00:00 AM"
"gdas1.jan19.w5","245 MB","7/9/19, 10:00:00 AM"
"gdas1.jan20.w1","571 MB","1/8/20, 11:00:00 AM"
"gdas1.jan20.w2","571 MB","1/15/20, 11:00:00 AM"
"gdas1.jan20.w3","571 MB","1/22/20, 11:00:00 AM"
"gdas1.jan20.w4","571 MB","1/29/20, 11:00:00 AM"
"gdas1.jan20.w5","245 MB","2/1/20, 11:00:00 AM"
"gdas1.jan21.w1","571 MB","1/8/21, 4:40:00 PM"
"gdas1.jan21.w2","571 MB","1/15/21, 4:40:00 PM"
"gdas1.jan21.w3","571 MB","1/22/21, 6:44:00 AM"
"gdas1.jan21.w4","571 MB","1/29/21, 4:39:00 PM"
"gdas1.jan21.w5","245 MB","2/1/21, 5:03:00 PM"
"gdas1.jul05.w1","571 MB","11/21/07, 11:00:00 AM"
"gdas1.jul05.w2","571 MB","11/21/07, 11:00:00 AM"
"gdas1.jul05.w3","571 MB","11/21/07, 11:00:00 AM"
"gdas1.jul05.w4","571 MB","11/21/07, 11:00:00 AM"
"gdas1.jul05.w5","245 MB","11/21/07, 11:00:00 AM"
"gdas1.jul06.w1","571 MB","7/10/06, 10:00:00 AM"
"gdas1.jul06.w2","571 MB","7/17/06, 10:00:00 AM"
"gdas1.jul06.w3","571 MB","7/24/06, 10:00:00 AM"
"gdas1.jul06.w4","571 MB","7/31/06, 10:00:00 AM"
"gdas1.jul06.w5","245 MB","8/1/06, 10:00:00 AM"
"gdas1.jul07.w1","571 MB","7/9/07, 10:00:00 AM"
"gdas1.jul07.w2","571 MB","7/16/07, 10:00:00 AM"
"gdas1.jul07.w3","571 MB","7/23/07, 10:00:00 AM"
"gdas1.jul07.w4","571 MB","8/1/07, 10:00:00 AM"
"gdas1.jul07.w5","245 MB","8/1/07, 10:00:00 AM"
"gdas1.jul08.w1","571 MB","7/8/08, 10:00:00 AM"
"gdas1.jul08.w2","571 MB","7/15/08, 10:00:00 AM"
"gdas1.jul08.w3","571 MB","7/22/08, 10:00:00 AM"
"gdas1.jul08.w4","571 MB","7/29/08, 10:00:00 AM"
"gdas1.jul08.w5","245 MB","8/1/08, 10:00:00 AM"
"gdas1.jul09.w1","571 MB","7/8/09, 10:00:00 AM"
"gdas1.jul09.w2","571 MB","7/15/09, 10:00:00 AM"
"gdas1.jul09.w3","571 MB","7/22/09, 10:00:00 AM"
"gdas1.jul09.w4","571 MB","7/29/09, 10:00:00 AM"
"gdas1.jul09.w5","245 MB","8/1/09, 10:00:00 AM"
"gdas1.jul10.w1","571 MB","7/22/10, 10:00:00 AM"
"gdas1.jul10.w2","571 MB","7/22/10, 10:00:00 AM"
"gdas1.jul10.w3","571 MB","7/22/10, 10:00:00 AM"
"gdas1.jul10.w4","571 MB","8/2/10, 10:00:00 AM"
"gdas1.jul10.w5","245 MB","8/2/10, 10:00:00 AM"
"gdas1.jul11.w1","571 MB","7/8/11, 10:00:00 AM"
"gdas1.jul11.w2","571 MB","7/15/11, 10:00:00 AM"
"gdas1.jul11.w3","571 MB","7/22/11, 10:00:00 AM"
"gdas1.jul11.w4","571 MB","7/29/11, 10:00:00 AM"
"gdas1.jul11.w5","245 MB","8/1/11, 10:00:00 AM"
"gdas1.jul12.w1","571 MB","7/8/12, 10:00:00 AM"
"gdas1.jul12.w2","571 MB","7/15/12, 10:00:00 AM"
"gdas1.jul12.w3","571 MB","7/22/12, 10:00:00 AM"
"gdas1.jul12.w4","571 MB","7/29/12, 10:00:00 AM"
"gdas1.jul12.w5","245 MB","8/1/12, 10:00:00 AM"
"gdas1.jul13.w1","571 MB","7/8/13, 10:00:00 AM"
"gdas1.jul13.w2","571 MB","7/15/13, 10:00:00 AM"
"gdas1.jul13.w3","571 MB","7/22/13, 10:00:00 AM"
"gdas1.jul13.w4","571 MB","7/29/13, 10:00:00 AM"
"gdas1.jul13.w5","245 MB","8/1/13, 10:00:00 AM"
"gdas1.jul14.w1","571 MB","7/8/14, 10:00:00 AM"
"gdas1.jul14.w2","571 MB","7/15/14, 10:00:00 AM"
"gdas1.jul14.w3","571 MB","7/22/14, 10:00:00 AM"
"gdas1.jul14.w4","571 MB","7/29/14, 10:00:00 AM"
"gdas1.jul14.w5","245 MB","8/1/14, 10:00:00 AM"
"gdas1.jul15.w1","571 MB","7/7/15, 10:00:00 AM"
"gdas1.jul15.w2","571 MB","7/14/15, 10:00:00 AM"
"gdas1.jul15.w3","571 MB","7/21/15, 10:00:00 AM"
"gdas1.jul15.w4","571 MB","7/28/15, 10:00:00 AM"
"gdas1.jul15.w5","245 MB","7/31/15, 10:00:00 AM"
"gdas1.jul16.w1","571 MB","7/7/16, 10:00:00 AM"
"gdas1.jul16.w2","571 MB","7/14/16, 10:00:00 AM"
"gdas1.jul16.w3","571 MB","7/21/16, 10:00:00 AM"
"gdas1.jul16.w4","571 MB","7/28/16, 10:00:00 AM"
"gdas1.jul16.w5","245 MB","7/31/16, 10:00:00 AM"
"gdas1.jul17.w1","571 MB","7/8/17, 10:00:00 AM"
"gdas1.jul17.w2","571 MB","7/15/17, 10:00:00 AM"
"gdas1.jul17.w3","571 MB","7/22/17, 10:00:00 AM"
"gdas1.jul17.w4","571 MB","7/29/17, 10:00:00 AM"
"gdas1.jul17.w5","245 MB","8/1/17, 10:00:00 AM"
"gdas1.jul18.w1","571 MB","7/8/18, 10:00:00 AM"
"gdas1.jul18.w2","571 MB","7/15/18, 10:00:00 AM"
"gdas1.jul18.w3","571 MB","7/22/18, 10:00:00 AM"
"gdas1.jul18.w4","571 MB","7/29/18, 10:00:00 AM"
"gdas1.jul18.w5","245 MB","8/1/18, 10:00:00 AM"
"gdas1.jul19.w1","571 MB","7/29/19, 10:00:00 AM"
"gdas1.jul19.w2","571 MB","7/29/19, 10:00:00 AM"
"gdas1.jul19.w3","571 MB","7/29/19, 10:00:00 AM"
"gdas1.jul19.w4","571 MB","7/29/19, 10:00:00 AM"
"gdas1.jul19.w5","245 MB","8/1/19, 10:00:00 AM"
"gdas1.jul20.w1","571 MB","7/8/20, 10:00:00 AM"
"gdas1.jul20.w2","571 MB","7/15/20, 10:00:00 AM"
"gdas1.jul20.w3","571 MB","7/22/20, 10:00:00 AM"
"gdas1.jul20.w4","571 MB","7/29/20, 10:00:00 AM"
"gdas1.jul20.w5","245 MB","8/1/20, 10:00:00 AM"
"gdas1.jun05.w1","571 MB","11/26/07, 11:00:00 AM"
"gdas1.jun05.w2","571 MB","11/26/07, 11:00:00 AM"
"gdas1.jun05.w3","571 MB","11/26/07, 11:00:00 AM"
"gdas1.jun05.w4","571 MB","11/26/07, 11:00:00 AM"
"gdas1.jun05.w5","163 MB","11/26/07, 11:00:00 AM"
"gdas1.jun06.w1","571 MB","6/8/06, 10:00:00 AM"
"gdas1.jun06.w2","571 MB","6/15/06, 10:00:00 AM"
"gdas1.jun06.w3","571 MB","6/22/06, 10:00:00 AM"
"gdas1.jun06.w4","571 MB","6/29/06, 10:00:00 AM"
"gdas1.jun06.w5","163 MB","7/3/06, 10:00:00 AM"
"gdas1.jun07.w1","571 MB","6/15/07, 10:00:00 AM"
"gdas1.jun07.w2","571 MB","6/15/07, 10:00:00 AM"
"gdas1.jun07.w3","571 MB","6/22/07, 10:00:00 AM"
"gdas1.jun07.w4","571 MB","6/29/07, 10:00:00 AM"
"gdas1.jun07.w5","163 MB","7/2/07, 10:00:00 AM"
"gdas1.jun08.w1","571 MB","6/8/08, 10:00:00 AM"
"gdas1.jun08.w2","571 MB","6/15/08, 10:00:00 AM"
"gdas1.jun08.w3","571 MB","6/22/08, 10:00:00 AM"
"gdas1.jun08.w4","571 MB","6/29/08, 10:00:00 AM"
"gdas1.jun08.w5","163 MB","7/1/08, 10:00:00 AM"
"gdas1.jun09.w1","571 MB","6/8/09, 10:00:00 AM"
"gdas1.jun09.w2","571 MB","6/15/09, 10:00:00 AM"
"gdas1.jun09.w3","571 MB","6/22/09, 10:00:00 AM"
"gdas1.jun09.w4","571 MB","6/29/09, 10:00:00 AM"
"gdas1.jun09.w5","163 MB","7/1/09, 10:00:00 AM"
"gdas1.jun10.w1","571 MB","6/9/10, 10:00:00 AM"
"gdas1.jun10.w2","571 MB","6/16/10, 10:00:00 AM"
"gdas1.jun10.w3","571 MB","6/25/10, 10:00:00 AM"
"gdas1.jun10.w4","571 MB","7/1/10, 10:00:00 AM"
"gdas1.jun10.w5","163 MB","7/1/10, 10:00:00 AM"
"gdas1.jun11.w1","571 MB","6/8/11, 10:00:00 AM"
"gdas1.jun11.w2","571 MB","6/15/11, 10:00:00 AM"
"gdas1.jun11.w3","571 MB","6/29/11, 10:00:00 AM"
"gdas1.jun11.w4","571 MB","6/29/11, 10:00:00 AM"
"gdas1.jun11.w5","163 MB","7/1/11, 10:00:00 AM"
"gdas1.jun12.w1","571 MB","6/8/12, 10:00:00 AM"
"gdas1.jun12.w2","571 MB","6/15/12, 10:00:00 AM"
"gdas1.jun12.w3","571 MB","6/22/12, 10:00:00 AM"
"gdas1.jun12.w4","571 MB","6/29/12, 10:00:00 AM"
"gdas1.jun12.w5","163 MB","7/1/12, 10:00:00 AM"
"gdas1.jun13.w1","571 MB","6/8/13, 10:00:00 AM"
"gdas1.jun13.w2","571 MB","6/15/13, 10:00:00 AM"
"gdas1.jun13.w3","571 MB","6/22/13, 10:00:00 AM"
"gdas1.jun13.w4","571 MB","6/29/13, 10:00:00 AM"
"gdas1.jun13.w5","163 MB","7/1/13, 10:00:00 AM"
"gdas1.jun14.w1","571 MB","6/8/14, 10:00:00 AM"
"gdas1.jun14.w2","571 MB","6/15/14, 10:00:00 AM"
"gdas1.jun14.w3","571 MB","6/22/14, 10:00:00 AM"
"gdas1.jun14.w4","571 MB","6/29/14, 10:00:00 AM"
"gdas1.jun14.w5","163 MB","7/1/14, 10:00:00 AM"
"gdas1.jun15.w1","571 MB","6/8/15, 10:00:00 AM"
"gdas1.jun15.w2","571 MB","6/15/15, 10:00:00 AM"
"gdas1.jun15.w3","571 MB","6/22/15, 10:00:00 AM"
"gdas1.jun15.w4","571 MB","6/29/15, 10:00:00 AM"
"gdas1.jun15.w5","163 MB","6/30/15, 10:00:00 AM"
"gdas1.jun16.w1","571 MB","6/7/16, 10:00:00 AM"
"gdas1.jun16.w2","571 MB","6/14/16, 10:00:00 AM"
"gdas1.jun16.w3","571 MB","6/21/16, 10:00:00 AM"
"gdas1.jun16.w4","571 MB","6/28/16, 10:00:00 AM"
"gdas1.jun16.w5","163 MB","6/30/16, 10:00:00 AM"
"gdas1.jun17.w1","571 MB","6/8/17, 10:00:00 AM"
"gdas1.jun17.w2","571 MB","6/15/17, 10:00:00 AM"
"gdas1.jun17.w3","571 MB","6/22/17, 10:00:00 AM"
"gdas1.jun17.w4","571 MB","6/29/17, 10:00:00 AM"
"gdas1.jun17.w5","163 MB","7/1/17, 10:00:00 AM"
"gdas1.jun18.w1","571 MB","6/8/18, 10:00:00 AM"
"gdas1.jun18.w2","571 MB","6/15/18, 10:00:00 AM"
"gdas1.jun18.w3","571 MB","6/22/18, 10:00:00 AM"
"gdas1.jun18.w4","571 MB","6/29/18, 10:00:00 AM"
"gdas1.jun18.w5","163 MB","7/1/18, 10:00:00 AM"
"gdas1.jun19.w1","571 MB","7/9/19, 10:00:00 AM"
"gdas1.jun19.w2","571 MB","7/29/19, 10:00:00 AM"
"gdas1.jun19.w3","571 MB","7/29/19, 10:00:00 AM"
"gdas1.jun19.w4","571 MB","7/29/19, 10:00:00 AM"
"gdas1.jun19.w5","163 MB","7/29/19, 10:00:00 AM"
"gdas1.jun20.w1","571 MB","6/8/20, 10:00:00 AM"
"gdas1.jun20.w2","571 MB","6/15/20, 10:00:00 AM"
"gdas1.jun20.w3","571 MB","6/22/20, 10:00:00 AM"
"gdas1.jun20.w4","571 MB","6/29/20, 10:00:00 AM"
"gdas1.jun20.w5","163 MB","7/1/20, 10:00:00 AM"
"gdas1.mar05.w1","571 MB","11/26/07, 11:00:00 AM"
"gdas1.mar05.w2","571 MB","11/26/07, 11:00:00 AM"
"gdas1.mar05.w3","571 MB","11/26/07, 11:00:00 AM"
"gdas1.mar05.w4","571 MB","11/26/07, 11:00:00 AM"
"gdas1.mar05.w5","245 MB","11/26/07, 11:00:00 AM"
"gdas1.mar06.w1","571 MB","3/8/06, 11:00:00 AM"
"gdas1.mar06.w2","571 MB","3/15/06, 11:00:00 AM"
"gdas1.mar06.w3","571 MB","3/22/06, 11:00:00 AM"
"gdas1.mar06.w4","571 MB","4/3/06, 10:00:00 AM"
"gdas1.mar06.w5","245 MB","4/3/06, 10:00:00 AM"
"gdas1.mar07.w1","571 MB","3/8/07, 11:00:00 AM"
"gdas1.mar07.w2","571 MB","3/15/07, 11:00:00 AM"
"gdas1.mar07.w3","571 MB","3/22/07, 11:00:00 AM"
"gdas1.mar07.w4","571 MB","3/29/07, 10:00:00 AM"
"gdas1.mar07.w5","245 MB","4/9/07, 10:00:00 AM"
"gdas1.mar08.w1","571 MB","3/8/08, 11:00:00 AM"
"gdas1.mar08.w2","571 MB","3/15/08, 11:00:00 AM"
"gdas1.mar08.w3","571 MB","3/22/08, 11:00:00 AM"
"gdas1.mar08.w4","571 MB","3/29/08, 11:00:00 AM"
"gdas1.mar08.w5","245 MB","4/1/08, 11:00:00 AM"
"gdas1.mar09.w1","571 MB","3/8/09, 11:00:00 AM"
"gdas1.mar09.w2","571 MB","3/15/09, 11:00:00 AM"
"gdas1.mar09.w3","571 MB","3/22/09, 11:00:00 AM"
"gdas1.mar09.w4","571 MB","3/29/09, 11:00:00 AM"
"gdas1.mar09.w5","245 MB","4/1/09, 11:00:00 AM"
"gdas1.mar10.w1","571 MB","3/8/10, 11:00:00 AM"
"gdas1.mar10.w2","571 MB","4/15/10, 10:00:00 AM"
"gdas1.mar10.w3","571 MB","3/22/10, 11:00:00 AM"
"gdas1.mar10.w4","571 MB","4/5/10, 10:00:00 AM"
"gdas1.mar10.w5","245 MB","4/5/10, 10:00:00 AM"
"gdas1.mar11.w1","571 MB","3/8/11, 11:00:00 AM"
"gdas1.mar11.w2","571 MB","3/15/11, 11:00:00 AM"
"gdas1.mar11.w3","571 MB","3/22/11, 11:00:00 AM"
"gdas1.mar11.w4","571 MB","3/29/11, 11:00:00 AM"
"gdas1.mar11.w5","245 MB","4/1/11, 11:00:00 AM"
"gdas1.mar12.w1","571 MB","3/8/12, 11:00:00 AM"
"gdas1.mar12.w2","571 MB","3/15/12, 11:00:00 AM"
"gdas1.mar12.w3","571 MB","3/21/12, 11:00:00 AM"
"gdas1.mar12.w4","571 MB","3/29/12, 11:00:00 AM"
"gdas1.mar12.w5","245 MB","4/1/12, 10:00:00 AM"
"gdas1.mar13.w1","571 MB","3/8/13, 11:00:00 AM"
"gdas1.mar13.w2","571 MB","3/15/13, 11:00:00 AM"
"gdas1.mar13.w3","571 MB","3/22/13, 11:00:00 AM"
"gdas1.mar13.w4","571 MB","3/29/13, 11:00:00 AM"
"gdas1.mar13.w5","245 MB","4/1/13, 11:00:00 AM"
"gdas1.mar14.w1","571 MB","3/8/14, 11:00:00 AM"
"gdas1.mar14.w2","571 MB","3/15/14, 11:00:00 AM"
"gdas1.mar14.w3","571 MB","3/22/14, 11:00:00 AM"
"gdas1.mar14.w4","571 MB","3/29/14, 11:00:00 AM"
"gdas1.mar14.w5","245 MB","4/1/14, 11:00:00 AM"
"gdas1.mar15.w1","571 MB","3/8/15, 11:00:00 AM"
"gdas1.mar15.w2","571 MB","3/15/15, 11:00:00 AM"
"gdas1.mar15.w3","571 MB","3/22/15, 11:00:00 AM"
"gdas1.mar15.w4","571 MB","3/29/15, 11:00:00 AM"
"gdas1.mar15.w5","245 MB","4/1/15, 11:00:00 AM"
"gdas1.mar16.w1","571 MB","3/7/16, 11:00:00 AM"
"gdas1.mar16.w2","571 MB","3/14/16, 11:00:00 AM"
"gdas1.mar16.w3","571 MB","3/21/16, 11:00:00 AM"
"gdas1.mar16.w4","571 MB","3/28/16, 11:00:00 AM"
"gdas1.mar16.w5","245 MB","3/31/16, 11:00:00 AM"
"gdas1.mar17.w1","571 MB","3/8/17, 11:00:00 AM"
"gdas1.mar17.w2","571 MB","3/15/17, 11:00:00 AM"
"gdas1.mar17.w3","571 MB","3/22/17, 11:00:00 AM"
"gdas1.mar17.w4","571 MB","3/29/17, 11:00:00 AM"
"gdas1.mar17.w5","245 MB","4/1/17, 11:00:00 AM"
"gdas1.mar18.w1","571 MB","3/8/18, 11:00:00 AM"
"gdas1.mar18.w2","571 MB","3/15/18, 11:00:00 AM"
"gdas1.mar18.w3","571 MB","3/22/18, 11:00:00 AM"
"gdas1.mar18.w4","571 MB","3/29/18, 11:00:00 AM"
"gdas1.mar18.w5","245 MB","4/1/18, 10:00:00 AM"
"gdas1.mar19.w1","571 MB","7/9/19, 10:00:00 AM"
"gdas1.mar19.w2","571 MB","7/9/19, 10:00:00 AM"
"gdas1.mar19.w3","571 MB","7/9/19, 10:00:00 AM"
"gdas1.mar19.w4","571 MB","7/9/19, 10:00:00 AM"
"gdas1.mar19.w5","245 MB","7/9/19, 10:00:00 AM"
"gdas1.mar20.w1","571 MB","3/8/20, 11:00:00 AM"
"gdas1.mar20.w2","571 MB","3/15/20, 11:00:00 AM"
"gdas1.mar20.w3","571 MB","3/22/20, 11:00:00 AM"
"gdas1.mar20.w4","571 MB","3/29/20, 11:00:00 AM"
"gdas1.mar20.w5","245 MB","4/1/20, 11:00:00 AM"
"gdas1.may05.w1","571 MB","1/31/11, 11:00:00 AM"
"gdas1.may05.w2","571 MB","1/31/11, 11:00:00 AM"
"gdas1.may05.w3","571 MB","11/26/07, 11:00:00 AM"
"gdas1.may05.w4","571 MB","11/26/07, 11:00:00 AM"
"gdas1.may05.w5","245 MB","11/26/07, 11:00:00 AM"
"gdas1.may06.w1","571 MB","5/8/06, 10:00:00 AM"
"gdas1.may06.w2","571 MB","5/15/06, 10:00:00 AM"
"gdas1.may06.w3","571 MB","5/22/06, 10:00:00 AM"
"gdas1.may06.w4","571 MB","5/30/06, 10:00:00 AM"
"gdas1.may06.w5","245 MB","6/1/06, 10:00:00 AM"
"gdas1.may07.w1","571 MB","5/8/07, 10:00:00 AM"
"gdas1.may07.w2","571 MB","5/15/07, 10:00:00 AM"
"gdas1.may07.w3","571 MB","5/23/07, 10:00:00 AM"
"gdas1.may07.w4","571 MB","6/1/07, 10:00:00 AM"
"gdas1.may07.w5","245 MB","6/1/07, 10:00:00 AM"
"gdas1.may08.w1","571 MB","5/8/08, 10:00:00 AM"
"gdas1.may08.w2","571 MB","5/15/08, 10:00:00 AM"
"gdas1.may08.w3","571 MB","5/22/08, 10:00:00 AM"
"gdas1.may08.w4","571 MB","5/29/08, 10:00:00 AM"
"gdas1.may08.w5","245 MB","6/1/08, 10:00:00 AM"
"gdas1.may09.w1","571 MB","5/8/09, 10:00:00 AM"
"gdas1.may09.w2","571 MB","5/15/09, 10:00:00 AM"
"gdas1.may09.w3","571 MB","5/22/09, 10:00:00 AM"
"gdas1.may09.w4","571 MB","5/29/09, 10:00:00 AM"
"gdas1.may09.w5","245 MB","6/1/09, 10:00:00 AM"
"gdas1.may10.w1","571 MB","5/10/10, 10:00:00 AM"
"gdas1.may10.w2","571 MB","5/17/10, 10:00:00 AM"
"gdas1.may10.w3","571 MB","6/3/10, 10:00:00 AM"
"gdas1.may10.w4","571 MB","6/3/10, 10:00:00 AM"
"gdas1.may10.w5","245 MB","6/3/10, 10:00:00 AM"
"gdas1.may11.w1","571 MB","5/8/11, 10:00:00 AM"
"gdas1.may11.w2","571 MB","5/15/11, 10:00:00 AM"
"gdas1.may11.w3","571 MB","5/22/11, 10:00:00 AM"
"gdas1.may11.w4","571 MB","5/29/11, 10:00:00 AM"
"gdas1.may11.w5","245 MB","6/1/11, 10:00:00 AM"
"gdas1.may12.w1","571 MB","5/8/12, 10:00:00 AM"
"gdas1.may12.w2","571 MB","5/15/12, 10:00:00 AM"
"gdas1.may12.w3","571 MB","5/22/12, 10:00:00 AM"
"gdas1.may12.w4","571 MB","5/29/12, 10:00:00 AM"
"gdas1.may12.w5","245 MB","6/1/12, 10:00:00 AM"
"gdas1.may13.w1","571 MB","5/8/13, 10:00:00 AM"
"gdas1.may13.w2","571 MB","5/15/13, 10:00:00 AM"
"gdas1.may13.w3","571 MB","5/22/13, 10:00:00 AM"
"gdas1.may13.w4","571 MB","5/29/13, 10:00:00 AM"
"gdas1.may13.w5","245 MB","6/1/13, 10:00:00 AM"
"gdas1.may14.w1","571 MB","5/8/14, 10:00:00 AM"
"gdas1.may14.w2","571 MB","5/15/14, 10:00:00 AM"
"gdas1.may14.w3","571 MB","5/22/14, 10:00:00 AM"
"gdas1.may14.w4","571 MB","5/29/14, 10:00:00 AM"
"gdas1.may14.w5","245 MB","6/1/14, 10:00:00 AM"
"gdas1.may15.w1","571 MB","5/8/15, 10:00:00 AM"
"gdas1.may15.w2","571 MB","5/15/15, 10:00:00 AM"
"gdas1.may15.w3","571 MB","5/22/15, 10:00:00 AM"
"gdas1.may15.w4","571 MB","5/29/15, 10:00:00 AM"
"gdas1.may15.w5","245 MB","6/1/15, 10:00:00 AM"
"gdas1.may16.w1","571 MB","5/7/16, 10:00:00 AM"
"gdas1.may16.w2","571 MB","5/14/16, 10:00:00 AM"
"gdas1.may16.w3","571 MB","5/21/16, 10:00:00 AM"
"gdas1.may16.w4","571 MB","5/28/16, 10:00:00 AM"
"gdas1.may16.w5","245 MB","5/31/16, 10:00:00 AM"
"gdas1.may17.w1","571 MB","5/8/17, 10:00:00 AM"
"gdas1.may17.w2","571 MB","5/15/17, 10:00:00 AM"
"gdas1.may17.w3","571 MB","5/22/17, 10:00:00 AM"
"gdas1.may17.w4","571 MB","5/29/17, 10:00:00 AM"
"gdas1.may17.w5","245 MB","6/1/17, 10:00:00 AM"
"gdas1.may18.w1","571 MB","5/8/18, 10:00:00 AM"
"gdas1.may18.w2","571 MB","5/15/18, 10:00:00 AM"
"gdas1.may18.w3","571 MB","5/22/18, 10:00:00 AM"
"gdas1.may18.w4","571 MB","5/29/18, 10:00:00 AM"
"gdas1.may18.w5","245 MB","6/1/18, 10:00:00 AM"
"gdas1.may19.w1","571 MB","7/9/19, 10:00:00 AM"
"gdas1.may19.w2","571 MB","7/9/19, 10:00:00 AM"
"gdas1.may19.w3","571 MB","7/9/19, 10:00:00 AM"
"gdas1.may19.w4","571 MB","7/9/19, 10:00:00 AM"
"gdas1.may19.w5","245 MB","7/9/19, 10:00:00 AM"
"gdas1.may20.w1","571 MB","5/8/20, 10:00:00 AM"
"gdas1.may20.w2","571 MB","5/15/20, 10:00:00 AM"
"gdas1.may20.w3","571 MB","5/22/20, 10:00:00 AM"
"gdas1.may20.w4","571 MB","5/29/20, 10:00:00 AM"
"gdas1.may20.w5","245 MB","6/1/20, 10:00:00 AM"
"gdas1.nov05.w1","571 MB","11/27/07, 11:00:00 AM"
"gdas1.nov05.w2","571 MB","11/27/07, 11:00:00 AM"
"gdas1.nov05.w3","571 MB","1/31/11, 11:00:00 AM"
"gdas1.nov05.w4","571 MB","1/31/11, 11:00:00 AM"
"gdas1.nov05.w5","163 MB","11/26/07, 11:00:00 AM"
"gdas1.nov06.w1","571 MB","11/15/06, 11:00:00 AM"
"gdas1.nov06.w2","571 MB","11/15/06, 11:00:00 AM"
"gdas1.nov06.w3","571 MB","11/22/06, 11:00:00 AM"
"gdas1.nov06.w4","571 MB","11/29/06, 11:00:00 AM"
"gdas1.nov06.w5","163 MB","12/1/06, 11:00:00 AM"
"gdas1.nov07.w1","571 MB","11/8/07, 11:00:00 AM"
"gdas1.nov07.w2","571 MB","11/15/07, 11:00:00 AM"
"gdas1.nov07.w3","571 MB","11/22/07, 11:00:00 AM"
"gdas1.nov07.w4","571 MB","11/29/07, 11:00:00 AM"
"gdas1.nov07.w5","163 MB","12/1/07, 11:00:00 AM"
"gdas1.nov08.w1","571 MB","11/8/08, 11:00:00 AM"
"gdas1.nov08.w2","571 MB","11/15/08, 11:00:00 AM"
"gdas1.nov08.w3","571 MB","11/22/08, 11:00:00 AM"
"gdas1.nov08.w4","571 MB","11/29/08, 11:00:00 AM"
"gdas1.nov08.w5","163 MB","12/1/08, 11:00:00 AM"
"gdas1.nov09.w1","571 MB","11/8/09, 11:00:00 AM"
"gdas1.nov09.w2","571 MB","11/15/09, 11:00:00 AM"
"gdas1.nov09.w3","571 MB","11/22/09, 11:00:00 AM"
"gdas1.nov09.w4","571 MB","11/30/09, 11:00:00 AM"
"gdas1.nov09.w5","163 MB","12/1/09, 11:00:00 AM"
"gdas1.nov10.w1","571 MB","11/8/10, 11:00:00 AM"
"gdas1.nov10.w2","571 MB","11/15/10, 11:00:00 AM"
"gdas1.nov10.w3","571 MB","11/22/10, 11:00:00 AM"
"gdas1.nov10.w4","571 MB","11/29/10, 11:00:00 AM"
"gdas1.nov10.w5","163 MB","12/1/10, 11:00:00 AM"
"gdas1.nov11.w1","571 MB","11/8/11, 11:00:00 AM"
"gdas1.nov11.w2","571 MB","11/15/11, 11:00:00 AM"
"gdas1.nov11.w3","571 MB","11/22/11, 11:00:00 AM"
"gdas1.nov11.w4","571 MB","11/29/11, 11:00:00 AM"
"gdas1.nov11.w5","163 MB","12/1/11, 11:00:00 AM"
"gdas1.nov12.w1","571 MB","11/8/12, 11:00:00 AM"
"gdas1.nov12.w2","571 MB","11/15/12, 11:00:00 AM"
"gdas1.nov12.w3","571 MB","11/22/12, 11:00:00 AM"
"gdas1.nov12.w4","571 MB","11/29/12, 11:00:00 AM"
"gdas1.nov12.w5","163 MB","12/1/12, 11:00:00 AM"
"gdas1.nov13.w1","571 MB","11/8/13, 11:00:00 AM"
"gdas1.nov13.w2","571 MB","11/15/13, 11:00:00 AM"
"gdas1.nov13.w3","571 MB","11/22/13, 11:00:00 AM"
"gdas1.nov13.w4","571 MB","11/29/13, 11:00:00 AM"
"gdas1.nov13.w5","163 MB","12/1/13, 11:00:00 AM"
"gdas1.nov14.w1","571 MB","11/8/14, 11:00:00 AM"
"gdas1.nov14.w2","571 MB","11/15/14, 11:00:00 AM"
"gdas1.nov14.w3","571 MB","11/22/14, 11:00:00 AM"
"gdas1.nov14.w4","571 MB","11/29/14, 11:00:00 AM"
"gdas1.nov14.w5","163 MB","12/1/14, 11:00:00 AM"
"gdas1.nov15.w1","571 MB","11/7/15, 11:00:00 AM"
"gdas1.nov15.w2","571 MB","11/14/15, 11:00:00 AM"
"gdas1.nov15.w3","571 MB","11/21/15, 11:00:00 AM"
"gdas1.nov15.w4","571 MB","11/28/15, 11:00:00 AM"
"gdas1.nov15.w5","163 MB","11/30/15, 11:00:00 AM"
"gdas1.nov16.w1","571 MB","11/8/16, 11:00:00 AM"
"gdas1.nov16.w2","571 MB","11/15/16, 11:00:00 AM"
"gdas1.nov16.w3","571 MB","11/22/16, 11:00:00 AM"
"gdas1.nov16.w4","571 MB","11/29/16, 11:00:00 AM"
"gdas1.nov16.w5","163 MB","12/1/16, 11:00:00 AM"
"gdas1.nov17.w1","571 MB","11/8/17, 11:00:00 AM"
"gdas1.nov17.w2","571 MB","11/15/17, 11:00:00 AM"
"gdas1.nov17.w3","571 MB","11/22/17, 11:00:00 AM"
"gdas1.nov17.w4","571 MB","11/29/17, 11:00:00 AM"
"gdas1.nov17.w5","163 MB","12/1/17, 11:00:00 AM"
"gdas1.nov18.w1","571 MB","11/8/18, 11:00:00 AM"
