"Filename","FileSize","ModifiedDate"
"RP198310.gbl","117 MB","9/26/03, 10:00:00 AM"
"RP198311.gbl","114 MB","9/26/03, 10:00:00 AM"
"RP198312.gbl","117 MB","9/26/03, 10:00:00 AM"
"RP198401.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198402.gbl","110 MB","9/25/03, 10:00:00 AM"
"RP198403.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198404.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198405.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198406.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198407.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198408.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198409.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198410.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198411.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198412.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198501.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198502.gbl","106 MB","9/25/03, 10:00:00 AM"
"RP198503.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198504.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198505.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198506.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198507.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198508.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198509.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198510.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198511.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198512.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198601.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198602.gbl","106 MB","9/25/03, 10:00:00 AM"
"RP198603.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198604.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198605.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198606.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198607.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198608.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198609.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198610.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198611.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198612.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198701.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198702.gbl","106 MB","9/25/03, 10:00:00 AM"
"RP198703.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198704.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198705.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198706.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198707.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198708.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198709.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198710.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198711.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198712.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198801.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198802.gbl","110 MB","9/25/03, 10:00:00 AM"
"RP198803.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198804.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198805.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198806.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198807.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198808.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198809.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198810.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198811.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198812.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198901.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198902.gbl","106 MB","9/25/03, 10:00:00 AM"
"RP198903.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198904.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198905.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198906.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198907.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198908.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198909.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198910.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP198911.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP198912.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199001.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199002.gbl","106 MB","9/25/03, 10:00:00 AM"
"RP199003.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199004.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199005.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199006.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199007.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199008.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199009.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199010.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199011.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199012.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199101.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199102.gbl","106 MB","9/25/03, 10:00:00 AM"
"RP199103.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199104.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199105.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199106.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199107.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199108.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199109.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199110.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199111.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199112.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199201.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199202.gbl","110 MB","9/25/03, 10:00:00 AM"
"RP199203.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199204.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199205.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199206.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199207.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199208.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199209.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199210.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199211.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199212.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199301.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199302.gbl","106 MB","9/25/03, 10:00:00 AM"
"RP199303.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199304.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199305.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199306.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199307.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199308.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199309.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199310.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199311.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199312.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199401.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199402.gbl","106 MB","9/25/03, 10:00:00 AM"
"RP199403.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199404.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199405.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199406.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199407.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199408.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199409.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199410.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199411.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199412.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199501.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199502.gbl","106 MB","9/25/03, 10:00:00 AM"
"RP199503.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199504.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199505.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199506.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199507.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199508.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199509.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199510.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199511.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199512.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199601.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199602.gbl","110 MB","9/25/03, 10:00:00 AM"
"RP199603.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199604.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199605.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199606.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199607.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199608.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199609.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199610.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199611.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199612.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199701.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199702.gbl","106 MB","9/25/03, 10:00:00 AM"
"RP199703.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199704.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199705.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199706.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199707.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199708.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199709.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199710.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199711.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199712.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199801.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199802.gbl","106 MB","9/25/03, 10:00:00 AM"
"RP199803.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199804.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199805.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199806.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199807.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199808.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199809.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199810.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199811.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199812.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199901.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199902.gbl","106 MB","9/25/03, 10:00:00 AM"
"RP199903.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199904.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199905.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199906.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199907.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199908.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199909.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199910.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP199911.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP199912.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP200001.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP200002.gbl","110 MB","9/25/03, 10:00:00 AM"
"RP200003.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP200004.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP200005.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP200006.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP200007.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP200008.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP200009.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP200010.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP200011.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP200012.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP200101.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP200102.gbl","106 MB","9/25/03, 10:00:00 AM"
"RP200103.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP200104.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP200105.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP200106.gbl","114 MB","9/25/03, 10:00:00 AM"
"RP200107.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP200108.gbl","117 MB","9/25/03, 10:00:00 AM"
"RP200109.gbl","114 MB","9/26/03, 10:00:00 AM"
"RP200110.gbl","117 MB","9/26/03, 10:00:00 AM"
"RP200111.gbl","114 MB","9/26/03, 10:00:00 AM"
"RP200112.gbl","117 MB","9/26/03, 10:00:00 AM"
"RP200201.gbl","117 MB","9/26/03, 10:00:00 AM"
"RP200202.gbl","106 MB","9/26/03, 10:00:00 AM"
"RP200203.gbl","117 MB","9/26/03, 10:00:00 AM"
"RP200204.gbl","114 MB","9/26/03, 10:00:00 AM"
"RP200205.gbl","117 MB","9/26/03, 10:00:00 AM"
"RP200206.gbl","114 MB","9/26/03, 10:00:00 AM"
"RP200207.gbl","117 MB","9/26/03, 10:00:00 AM"
"RP200208.gbl","117 MB","9/26/03, 10:00:00 AM"
"RP200209.gbl","114 MB","9/26/03, 10:00:00 AM"
"RP200210.gbl","117 MB","9/26/03, 10:00:00 AM"
"RP200211.gbl","114 MB","9/26/03, 10:00:00 AM"
"RP200212.gbl","117 MB","9/26/03, 10:00:00 AM"
"RP200301.gbl","117 MB","1/21/04, 11:00:00 AM"
"RP200302.gbl","106 MB","1/21/04, 11:00:00 AM"
"RP200303.gbl","117 MB","1/21/04, 11:00:00 AM"
"RP200304.gbl","114 MB","1/21/04, 11:00:00 AM"
"RP200305.gbl","117 MB","1/21/04, 11:00:00 AM"
"RP200306.gbl","114 MB","1/21/04, 11:00:00 AM"
"RP200307.gbl","117 MB","1/21/04, 11:00:00 AM"
"RP200308.gbl","117 MB","1/21/04, 11:00:00 AM"
"RP200309.gbl","114 MB","1/21/04, 11:00:00 AM"
"RP200310.gbl","117 MB","1/21/04, 11:00:00 AM"
"RP200311.gbl","114 MB","1/21/04, 11:00:00 AM"
"RP200312.gbl","117 MB","1/21/04, 11:00:00 AM"
"RP200401.gbl","117 MB","1/19/05, 11:00:00 AM"
"RP200402.gbl","110 MB","1/19/05, 11:00:00 AM"
"RP200403.gbl","117 MB","1/19/05, 11:00:00 AM"
"RP200404.gbl","114 MB","1/19/05, 11:00:00 AM"
"RP200405.gbl","117 MB","1/19/05, 11:00:00 AM"
"RP200406.gbl","114 MB","1/19/05, 11:00:00 AM"
"RP200407.gbl","117 MB","1/19/05, 11:00:00 AM"
"RP200408.gbl","117 MB","1/19/05, 11:00:00 AM"
"RP200409.gbl","114 MB","1/19/05, 11:00:00 AM"
"RP200410.gbl","117 MB","1/19/05, 11:00:00 AM"
"RP200411.gbl","114 MB","1/19/05, 11:00:00 AM"
"RP200412.gbl","117 MB","1/19/05, 11:00:00 AM"
"RP200501.gbl","117 MB","2/27/06, 11:00:00 AM"
"RP200502.gbl","106 MB","2/27/06, 11:00:00 AM"
"RP200503.gbl","117 MB","2/27/06, 11:00:00 AM"
"RP200504.gbl","114 MB","2/27/06, 11:00:00 AM"
"RP200505.gbl","117 MB","2/27/06, 11:00:00 AM"
"RP200506.gbl","114 MB","2/27/06, 11:00:00 AM"
"RP200507.gbl","117 MB","2/27/06, 11:00:00 AM"
"RP200508.gbl","117 MB","2/27/06, 11:00:00 AM"
"RP200509.gbl","114 MB","2/27/06, 11:00:00 AM"
"RP200510.gbl","117 MB","2/27/06, 11:00:00 AM"
"RP200511.gbl","114 MB","2/27/06, 11:00:00 AM"
"RP200512.gbl","117 MB","2/27/06, 11:00:00 AM"
"RP200601.gbl","117 MB","9/12/06, 10:00:00 AM"
"RP200602.gbl","106 MB","9/12/06, 10:00:00 AM"
"RP200603.gbl","117 MB","9/12/06, 10:00:00 AM"
"RP200604.gbl","114 MB","9/12/06, 10:00:00 AM"
"RP200605.gbl","117 MB","9/12/06, 10:00:00 AM"
"RP200606.gbl","114 MB","9/12/06, 10:00:00 AM"
"RP200607.gbl","117 MB","10/2/06, 10:00:00 AM"
"RP200608.gbl","117 MB","10/2/06, 10:00:00 AM"
"RP200609.gbl","114 MB","10/28/10, 11:00:00 AM"
"RP200610.gbl","117 MB","1/30/07, 11:00:00 AM"
"RP200611.gbl","114 MB","1/30/07, 11:00:00 AM"
"RP200612.gbl","117 MB","1/30/07, 11:00:00 AM"
"RP200701.gbl","117 MB","1/10/08, 11:00:00 AM"
"RP200702.gbl","106 MB","1/10/08, 11:00:00 AM"
"RP200703.gbl","117 MB","1/10/08, 11:00:00 AM"
"RP200704.gbl","114 MB","1/10/08, 11:00:00 AM"
"RP200705.gbl","117 MB","1/10/08, 11:00:00 AM"
"RP200706.gbl","114 MB","1/10/08, 11:00:00 AM"
"RP200707.gbl","117 MB","1/10/08, 11:00:00 AM"
"RP200708.gbl","117 MB","1/10/08, 11:00:00 AM"
"RP200709.gbl","114 MB","1/10/08, 11:00:00 AM"
"RP200710.gbl","117 MB","1/10/08, 11:00:00 AM"
"RP200711.gbl","114 MB","1/10/08, 11:00:00 AM"
"RP200712.gbl","117 MB","1/10/08, 11:00:00 AM"
"RP200801.gbl","117 MB","8/15/08, 10:00:00 AM"
"RP200802.gbl","110 MB","8/15/08, 10:00:00 AM"
"RP200803.gbl","117 MB","8/15/08, 10:00:00 AM"
"RP200804.gbl","114 MB","8/15/08, 10:00:00 AM"
"RP200805.gbl","117 MB","8/15/08, 10:00:00 AM"
"RP200806.gbl","114 MB","8/15/08, 10:00:00 AM"
"RP200807.gbl","117 MB","8/15/08, 10:00:00 AM"
"RP200808.gbl","117 MB","1/29/09, 11:00:00 AM"
"RP200809.gbl","114 MB","1/29/09, 11:00:00 AM"
"RP200810.gbl","117 MB","1/29/09, 11:00:00 AM"
"RP200811.gbl","114 MB","1/29/09, 11:00:00 AM"
"RP200812.gbl","117 MB","1/29/09, 11:00:00 AM"
"RP200901.gbl","117 MB","9/22/09, 10:00:00 AM"
"RP200902.gbl","106 MB","9/22/09, 10:00:00 AM"
"RP200903.gbl","117 MB","9/22/09, 10:00:00 AM"
"RP200904.gbl","114 MB","9/22/09, 10:00:00 AM"
"RP200905.gbl","117 MB","9/22/09, 10:00:00 AM"
"RP200906.gbl","114 MB","9/22/09, 10:00:00 AM"
"RP200907.gbl","117 MB","9/22/09, 10:00:00 AM"
"RP200908.gbl","117 MB","9/22/09, 10:00:00 AM"
"RP200909.gbl","114 MB","1/22/10, 11:00:00 AM"
"RP200910.gbl","117 MB","1/22/10, 11:00:00 AM"
"RP200911.gbl","114 MB","1/22/10, 11:00:00 AM"
"RP200912.gbl","117 MB","1/22/10, 11:00:00 AM"
"RP201001.gbl","117 MB","11/4/10, 11:00:00 AM"
"RP201002.gbl","106 MB","11/4/10, 11:00:00 AM"
"RP201003.gbl","117 MB","11/4/10, 11:00:00 AM"
"RP201004.gbl","114 MB","11/4/10, 11:00:00 AM"
"RP201005.gbl","117 MB","11/4/10, 11:00:00 AM"
"RP201006.gbl","114 MB","11/4/10, 11:00:00 AM"
"RP201007.gbl","117 MB","11/4/10, 11:00:00 AM"
"RP201008.gbl","117 MB","11/4/10, 11:00:00 AM"
"RP201009.gbl","114 MB","11/4/10, 11:00:00 AM"
"RP201010.gbl","117 MB","11/4/10, 11:00:00 AM"
"RP201011.gbl","114 MB","5/26/11, 10:00:00 AM"
"RP201012.gbl","117 MB","5/26/11, 10:00:00 AM"
"RP201101.gbl","117 MB","7/5/11, 10:00:00 AM"
"RP201102.gbl","106 MB","7/5/11, 10:00:00 AM"
"RP201103.gbl","117 MB","7/5/11, 10:00:00 AM"
"RP201104.gbl","114 MB","7/5/11, 10:00:00 AM"
"RP201105.gbl","117 MB","7/5/11, 10:00:00 AM"
"RP201106.gbl","114 MB","7/5/11, 10:00:00 AM"
"RP201107.gbl","117 MB","1/3/12, 11:00:00 AM"
"RP201108.gbl","117 MB","1/3/12, 11:00:00 AM"
"RP201109.gbl","114 MB","1/3/12, 11:00:00 AM"
"RP201110.gbl","117 MB","1/3/12, 11:00:00 AM"
"RP201111.gbl","114 MB","1/3/12, 11:00:00 AM"
"RP201112.gbl","117 MB","1/3/12, 11:00:00 AM"
"RP201201.gbl","117 MB","9/20/12, 10:00:00 AM"
"RP201202.gbl","110 MB","9/20/12, 10:00:00 AM"
"RP201203.gbl","117 MB","9/20/12, 10:00:00 AM"
"RP201204.gbl","114 MB","9/20/12, 10:00:00 AM"
"RP201205.gbl","117 MB","9/20/12, 10:00:00 AM"
"RP201206.gbl","114 MB","9/20/12, 10:00:00 AM"
"RP201207.gbl","117 MB","9/20/12, 10:00:00 AM"
"RP201208.gbl","117 MB","9/20/12, 10:00:00 AM"
"RP201209.gbl","114 MB","2/11/13, 11:00:00 AM"
"RP201210.gbl","117 MB","2/11/13, 11:00:00 AM"
"RP201211.gbl","114 MB","2/11/13, 11:00:00 AM"
"RP201212.gbl","117 MB","2/11/13, 11:00:00 AM"
"RP201301.gbl","117 MB","3/18/15, 11:00:00 AM"
"RP201302.gbl","106 MB","3/18/15, 11:00:00 AM"
"RP201303.gbl","117 MB","3/18/15, 11:00:00 AM"
"RP201304.gbl","114 MB","3/18/15, 11:00:00 AM"
"RP201305.gbl","117 MB","3/18/15, 11:00:00 AM"
"RP201306.gbl","114 MB","3/18/15, 11:00:00 AM"
"RP201307.gbl","117 MB","3/18/15, 11:00:00 AM"
"RP201308.gbl","117 MB","3/18/15, 11:00:00 AM"
"RP201309.gbl","114 MB","3/18/15, 11:00:00 AM"
"RP201310.gbl","117 MB","3/18/15, 11:00:00 AM"
"RP201311.gbl","114 MB","3/18/15, 11:00:00 AM"
"RP201312.gbl","117 MB","3/18/15, 11:00:00 AM"
"RP201401.gbl","117 MB","3/18/15, 11:00:00 AM"
"RP201402.gbl","106 MB","3/18/15, 11:00:00 AM"
"RP201403.gbl","117 MB","3/18/15, 11:00:00 AM"
"RP201404.gbl","114 MB","3/18/15, 11:00:00 AM"
"RP201405.gbl","117 MB","3/18/15, 11:00:00 AM"
"RP201406.gbl","114 MB","3/18/15, 11:00:00 AM"
"RP201407.gbl","117 MB","3/18/15, 11:00:00 AM"
"RP201408.gbl","117 MB","3/18/15, 11:00:00 AM"
"RP201409.gbl","114 MB","3/18/15, 11:00:00 AM"
"RP201410.gbl","117 MB","3/18/15, 11:00:00 AM"
"RP201411.gbl","114 MB","3/18/15, 11:00:00 AM"
"RP201412.gbl","117 MB","3/18/15, 11:00:00 AM"
"RP201501.gbl","117 MB","3/18/15, 11:00:00 AM"
"RP201502.gbl","106 MB","3/18/15, 11:00:00 AM"
"RP201503.gbl","117 MB","4/13/15, 10:00:00 AM"
"RP201504.gbl","114 MB","5/5/15, 10:00:00 AM"
"RP201505.gbl","117 MB","6/5/15, 10:00:00 AM"
"RP201506.gbl","114 MB","12/1/15, 11:00:00 AM"
"RP201507.gbl","117 MB","8/25/15, 10:00:00 AM"
"RP201508.gbl","117 MB","12/1/15, 11:00:00 AM"
"RP201509.gbl","114 MB","12/1/15, 11:00:00 AM"
"RP201510.gbl","117 MB","12/1/15, 11:00:00 AM"
"RP201511.gbl","114 MB","12/17/15, 11:00:00 AM"
"RP201512.gbl","117 MB","1/14/16, 11:00:00 AM"
"RP201601.gbl","117 MB","2/5/16, 11:00:00 AM"
"RP201602.gbl","110 MB","3/7/16, 11:00:00 AM"
"RP201603.gbl","117 MB","5/11/16, 10:00:00 AM"
"RP201604.gbl","114 MB","5/11/16, 10:00:00 AM"
"RP201605.gbl","117 MB","6/6/16, 10:00:00 AM"
"RP201606.gbl","114 MB","8/5/16, 10:00:00 AM"
"RP201607.gbl","117 MB","8/5/16, 10:00:00 AM"
"RP201608.gbl","117 MB","9/6/16, 10:00:00 AM"
"RP201609.gbl","114 MB","10/5/16, 11:00:00 AM"
"RP201610.gbl","117 MB","11/7/16, 11:00:00 AM"
"RP201611.gbl","114 MB","12/5/16, 11:00:00 AM"
"RP201612.gbl","117 MB","1/5/17, 11:00:00 AM"
"RP201701.gbl","117 MB","2/7/17, 11:00:00 AM"
"RP201702.gbl","106 MB","3/6/17, 11:00:00 AM"
"RP201703.gbl","117 MB","4/5/17, 10:00:00 AM"
"RP201704.gbl","114 MB","5/5/17, 10:00:00 AM"
"RP201705.gbl","117 MB","6/5/17, 10:00:00 AM"
"RP201706.gbl","114 MB","7/6/17, 10:00:00 AM"
"RP201707.gbl","117 MB","11/16/17, 11:00:00 AM"
"RP201708.gbl","117 MB","9/21/17, 10:00:00 AM"
"RP201709.gbl","114 MB","10/5/17, 11:00:00 AM"
"RP201710.gbl","117 MB","11/7/17, 11:00:00 AM"
"RP201711.gbl","114 MB","12/20/17, 11:00:00 AM"
"RP201712.gbl","117 MB","2/22/18, 11:00:00 AM"
"RP201801.gbl","117 MB","2/21/18, 11:00:00 AM"
"RP201802.gbl","106 MB","3/7/18, 11:00:00 AM"
"RP201803.gbl","117 MB","4/9/18, 10:00:00 AM"
"RP201804.gbl","114 MB","5/8/18, 10:00:00 AM"
"RP201805.gbl","117 MB","6/11/18, 10:00:00 AM"
"RP201806.gbl","114 MB","5/16/19, 10:00:00 AM"
"RP201807.gbl","117 MB","8/6/18, 10:00:00 AM"
"RP201808.gbl","117 MB","9/5/18, 10:00:00 AM"
"RP201809.gbl","114 MB","10/5/18, 10:00:00 AM"
"RP201810.gbl","117 MB","11/5/18, 11:00:00 AM"
"RP201811.gbl","114 MB","12/18/18, 11:00:00 AM"
"RP201812.gbl","117 MB","2/5/19, 11:00:00 AM"
"RP201901.gbl","117 MB","2/5/19, 11:00:00 AM"
"RP201902.gbl","106 MB","3/7/19, 11:00:00 AM"
"RP201903.gbl","117 MB","5/17/19, 10:00:00 AM"
"RP201904.gbl","114 MB","5/6/19, 10:00:00 AM"
"RP201905.gbl","117 MB","6/5/19, 10:00:00 AM"
"RP201906.gbl","114 MB","8/14/19, 10:00:00 AM"
"RP201907.gbl","117 MB","8/14/19, 10:00:00 AM"
"RP201908.gbl","117 MB","9/18/19, 10:00:00 AM"
"RP201909.gbl","114 MB","11/7/19, 11:00:00 AM"
"RP201910.gbl","117 MB","11/7/19, 11:00:00 AM"
"RP201911.gbl","114 MB","12/9/19, 11:00:00 AM"
"RP201912.gbl","117 MB","1/6/20, 11:00:00 AM"
"RP202001.gbl","117 MB","3/5/20, 11:00:00 AM"
